No of Samples,Initiator Concentration(CI) ,Temperature (T),Jacket Temperature (T),Coolant water flowrate (Fcw),Monomer inlet Flowrate (F),Coolant inlet temp.water (Two),Inlet temparature of Feed (Tin), Target variable (Monomer Concentration)
3471,0.0246718854308723,349.834307178236,327.587428130336,0.1588,1.01822569874387,293.2,350.018223901158,6.05243218079653
3472,0.0250625671728052,347.997641471234,331.983324989689,0.1588,1.0002940325012,293.2,349.987521027297,6.04551089597818
3473,0.0251635564335729,350.661644135511,326.537961860393,0.1588,0.997916390063453,293.2,349.926464955359,6.04442456258419
3474,0.0250821488992116,347.918887944132,334.534728357971,0.1588,0.999802263361824,293.2,350.079254740405,6.03607902086421
3475,0.0250512803696354,353.614789286555,336.67744542238,0.1588,1.0015065973569,293.2,349.87646716276,6.04832302947079
3476,0.0248133997473524,349.651951364512,334.74268263426,0.1588,1.01091805864424,293.2,350.126311188689,6.04468120490768
3477,0.0251569369395418,353.095142968731,327.324682790586,0.1588,0.996214890022019,293.2,349.972464650733,6.035225554869
3478,0.0249565961713216,353.635376341049,333.559182829811,0.1588,1.00492285079121,293.2,350.051643512701,6.0425846647577
3479,0.0252388328426802,350.575561873824,330.144597079672,0.1588,0.992401292345267,293.2,350.078281362449,6.02694434523526
3480,0.0250717658554467,353.49464589052,332.879472537065,0.1588,0.998476892613278,293.2,350.10530622325,6.02326864908609
3481,0.0254797166597756,350.617309957904,329.065398656438,0.1588,0.983738032968892,293.2,349.985422735021,6.01926570810046
3482,0.0250012767031724,353.980131342888,334.990751818254,0.1588,1.00306242103554,293.2,349.977134438586,6.03835815389503
3483,0.0258731448786376,348.330811003737,334.386992795666,0.1588,0.968436141188863,293.2,349.878789262819,6.0181526681419
3484,0.0250181218556818,352.192511639935,329.779050551435,0.1588,1.00127334010909,293.2,350.064858075417,6.03490932731641
3485,0.0251424678257734,345.97699542946,336.124513271953,0.1588,0.997457991134806,293.2,349.912934497191,6.04320761847032
3486,0.025179210300375,347.784578610569,331.003384913629,0.1588,0.996797360023688,293.2,349.93867949849,6.04447375385733
3487,0.0248456929779895,345.791751961628,333.651762031861,0.1588,1.00975304588017,293.2,349.945630774187,6.05504286654822
3488,0.0250070026935883,349.7836903675,333.859754343547,0.1588,1.00354537480834,293.2,349.945446623805,6.051589265222
3489,0.024822869047691,349.644785818558,335.792179378251,0.1588,1.01008651103895,293.2,350.017493822015,6.05225720155475
3490,0.0251458247697682,343.144134953228,327.64907248786,0.1588,0.996712416680369,293.2,350.059581198407,6.03874711207526
3491,0.0245794938131292,351.627453159824,332.983220911107,0.1588,1.02021820106141,293.2,350.136379938968,6.04562516495415
3492,0.0245069471643516,354.433774468084,332.542403707562,0.1588,1.02439286365403,293.2,349.901176656965,6.06948139476017
3493,0.0252175947731341,356.95073045642,327.951248512079,0.1588,0.994514249145483,293.2,349.946878353138,6.04702313970201
3494,0.025202377190353,354.258979906392,335.615898542991,0.1588,0.995548586513658,293.2,350.023950460458,6.03926187883893
3495,0.0255532854150688,349.580495977509,330.329887452512,0.1588,0.980325826654677,293.2,350.077172389885,6.01455222070963
3496,0.0250875617661451,353.265709618612,328.555058682764,0.1588,0.998482166363834,293.2,350.059710456963,6.02365986524014
3497,0.0249301481270881,352.160157442384,328.110396835163,0.1588,1.00762893816854,293.2,349.860132185252,6.05021911814611
3498,0.0249354286047644,349.582003149035,325.002445648835,0.1588,1.00617121671402,293.2,349.997077249,6.05318271479761
3499,0.0251645445787746,349.865860560196,326.763748980869,0.1588,0.996317041494795,293.2,349.969880485784,6.0428115158293
3500,0.0251959751585956,347.242432336346,332.55852148784,0.1588,0.995017224336001,293.2,350.015074947471,6.03514935996943
3501,0.0249777874102918,347.435437039684,327.818251765997,0.1588,1.00518860216361,293.2,349.854783978679,6.05705290095832
3502,0.0250849536834327,343.979966365942,335.308390123514,0.1588,0.999425327870377,293.2,350.048702006258,6.03927782358976
3503,0.025057711208074,346.970052408859,332.384277416484,0.1588,0.998302004820767,293.2,350.217744157196,6.02222452223384
3504,0.0253263862583501,345.008223760193,333.584315280831,0.1588,0.988507207857605,293.2,350.000272299188,6.0174489581993
3505,0.0246954184310423,350.495312975641,330.234998312961,0.1588,1.01543917958916,293.2,349.956705684755,6.05135770479538
3506,0.0250180299728649,355.244908022549,326.197784783688,0.1588,1.00106252233569,293.2,349.980033370895,6.04611641083437
3507,0.0249073646393337,350.561462477624,331.009446020226,0.1588,1.00757280067771,293.2,350.05189112028,6.04359941202453
3508,0.0250881533869618,348.882502576667,332.020788786714,0.1588,0.998465860478142,293.2,350.010011097884,6.03865214260491
3509,0.0250610724588693,346.239461696967,332.325550364143,0.1588,1.00168637740744,293.2,349.85052057548,6.05235833611394
3510,0.0250891812368366,353.419967994841,335.740947271616,0.1588,0.999593480373663,293.2,350.010705377747,6.04303088564398
3511,0.0250494844973224,349.841148638078,327.218164075223,0.1588,1.00072018520572,293.2,350.027014656262,6.03706449538667
3512,0.02493690243146,351.794868702833,325.845818092593,0.1588,1.00483759767966,293.2,349.989679498235,6.04661528707764
3513,0.0249732455023559,347.218182310671,333.276651576914,0.1588,1.00416693623438,293.2,350.087096544026,6.04019781529841
3514,0.025064443322968,348.217213592459,334.747675267405,0.1588,0.999963134046858,293.2,350.010557292569,6.04044087978143
3515,0.0252956086276806,346.979168265308,330.310599977965,0.1588,0.989457315278026,293.2,350.107036678683,6.01874889729469
3516,0.0250627765704553,345.905033841547,331.801252459578,0.1588,0.999990646729952,293.2,349.963675709918,6.03565523970345
3517,0.0251481278855273,352.65881784327,334.711906287399,0.1588,0.997558062221749,293.2,349.777353196549,6.05338075581742
3518,0.0252102239778788,345.53285617753,340.466972255346,0.1588,0.995836914799561,293.2,349.957321995625,6.04777701642813
3519,0.024845604629081,347.942096312385,326.706008976449,0.1588,1.00944755819654,293.2,349.968205441085,6.05310750325539
3520,0.0247763435236262,351.749296975824,334.952103329458,0.1588,1.01125189996805,293.2,350.097564401899,6.05004168662771
3521,0.0245545992562192,349.280262659245,334.531790976572,0.1588,1.02113951538182,293.2,350.037696404269,6.05597407886306
3522,0.0252556997045988,351.625583652137,330.668926256564,0.1588,0.992774508517671,293.2,349.973722405254,6.03984498262205
3523,0.0249583061475891,349.293150003323,330.647705259194,0.1588,1.0046352277615,293.2,350.040448231109,6.04120846120257
3524,0.0246923503443851,349.843699601336,332.361982041251,0.1588,1.01655765917328,293.2,350.034966037725,6.05041019903951
3525,0.0244009061699904,345.814493257048,331.344615970229,0.1588,1.02898029334815,293.2,349.965202764049,6.07018092058514
3526,0.0254000853825426,349.81027474912,336.020103436242,0.1588,0.986577504911837,293.2,350.046594282517,6.03467399280678
3527,0.0253576596175751,344.325079407704,331.114378894779,0.1588,0.98920685605233,293.2,349.901234261609,6.03285247431921
3528,0.0251381433036915,346.685072617418,335.112567201274,0.1588,0.996155957974012,293.2,350.055457382334,6.03397805054577
3529,0.0249913640960186,347.571396019981,332.668190901419,0.1588,1.00221120768692,293.2,350.026882676931,6.03904475768483
3530,0.0254777640896614,355.346612461369,322.545710018391,0.1588,0.983083502917471,293.2,349.936031163402,6.02848432409387
3531,0.0245847867868612,350.137747977297,335.059389490344,0.1588,1.02095622103548,293.2,349.945430414001,6.06067825780824
3532,0.025377990021184,351.853889726228,337.648590505291,0.1588,0.988699861047695,293.2,349.815471353651,6.04894538149462
3533,0.0248929390118177,352.204496981039,329.046953416939,0.1588,1.00756272343832,293.2,350.142529781043,6.04180694917211
3534,0.025185769153214,347.12112521771,334.662416978367,0.1588,0.994704129221789,293.2,350.014135921205,6.03497924757264
3535,0.024827411743951,353.227587961143,328.842031402968,0.1588,1.01093117749032,293.2,349.967587510771,6.04863975945705
3536,0.0248796806101205,341.333286240067,331.617576589649,0.1588,1.00949444142922,293.2,349.836565758531,6.06378556707035
3537,0.0249225887314622,343.993256425802,329.882261758008,0.1588,1.00737250295764,293.2,350.050184611255,6.05451765578332
3538,0.0255059461071871,349.838537943284,332.86356152077,0.1588,0.983541189467554,293.2,349.940564126833,6.03571677968676
3539,0.0252341994121104,345.640034833767,332.074966685392,0.1588,0.993118448197163,293.2,350.054448995877,6.02758100811932
3540,0.0252934485454426,350.046931460802,339.932918251181,0.1588,0.990455634131672,293.2,349.980725842412,6.02644327212618
3541,0.0252236951476246,358.056805771657,333.681895699414,0.1588,0.992946159685696,293.2,349.98762851993,6.0334675935567
3542,0.0244098318943469,347.478024134663,332.760980851395,0.1588,1.02634294025276,293.2,350.124459218245,6.05253135407882
3543,0.0252734303953832,347.816827470981,334.783960591072,0.1588,0.994857347741545,293.2,349.963407560657,6.03958437223066
3544,0.0251347540364399,343.098299487894,335.127344898184,0.1588,0.997392296013983,293.2,350.109867819505,6.02845978286488
3545,0.0248178358090169,347.06222830767,326.478886999423,0.1588,1.00955107754366,293.2,349.935542952041,6.04607966478874
3546,0.024848332471369,348.508416276255,329.205272579175,0.1588,1.01045580196548,293.2,349.865734763894,6.06221372723033
3547,0.0255252242658316,347.717563763313,330.167889753009,0.1588,0.981821622070139,293.2,350.022662174236,6.03410576156034
3548,0.0248387489562183,351.169066465493,332.58625378545,0.1588,1.01015636772385,293.2,350.111729113736,6.03739023334495
3549,0.0248212809536456,356.130305109472,331.09549973923,0.1588,1.00844720494018,293.2,350.162173100265,6.03255149089679
3550,0.0250524713673832,343.96066854231,332.557367590841,0.1588,0.999274755092448,293.2,350.204171114999,6.01345289741403
3551,0.0249807649598978,352.018780547612,328.560347221401,0.1588,1.0037771388396,293.2,349.994010869425,6.02754855750787
3552,0.0256197494483055,353.013645854871,328.716943015941,0.1588,0.976433576242517,293.2,350.100488279909,6.00996987805526
3553,0.0249761632247495,348.763164195497,331.426276293251,0.1588,1.00326045514115,293.2,349.954864068058,6.03567772388821
3554,0.0254194485628882,350.10895433772,333.550898999941,0.1588,0.984328854464643,293.2,349.971965993975,6.02507771973991
3555,0.0247697749659018,355.758017020545,329.101693081794,0.1588,1.01315049557438,293.2,350.077168439077,6.04237310009611
3556,0.0250723608524538,352.819006926974,334.916766604347,0.1588,0.999420485683981,293.2,350.029541867391,6.03627822215015
3557,0.0248833720873353,346.990245647055,328.980737726281,0.1588,1.00906108118265,293.2,349.910716052592,6.05687957413663
3558,0.0250658096682563,350.778571262859,329.985007835383,0.1588,1.00041535644404,293.2,349.861128658123,6.05488998770418
3559,0.0252691255884183,348.695639617229,335.482426441985,0.1588,0.993233961716009,293.2,349.915757733491,6.05010693334089
3560,0.0251182976100571,357.193924286535,332.950126705014,0.1588,0.997859781025822,293.2,349.987981211177,6.0418196659242
3561,0.0253045916229871,349.712578562644,330.038085964783,0.1588,0.990697601409273,293.2,350.096417979606,6.02598578354586
3562,0.0257220638535033,354.519176620171,332.407353343867,0.1588,0.972553095668728,293.2,349.979736278702,6.00890703996473
3563,0.0249723194023886,341.494249000078,331.683241129777,0.1588,1.00328053529004,293.2,350.098570305304,6.02419717186135
3564,0.0251573630139834,353.962662494906,327.302428854496,0.1588,0.995410511192923,293.2,350.014034870649,6.02880888723245
3565,0.0247575839812041,352.920973871065,334.601500135231,0.1588,1.01181681730816,293.2,350.132364508226,6.03611462073841
3566,0.0254230680832663,353.872236303556,332.368257535545,0.1588,0.985174869575513,293.2,350.038173855784,6.01751668915404
3567,0.0251921287590301,348.276536199306,328.739210816651,0.1588,0.994193791954715,293.2,350.049262021719,6.02364619114359
3568,0.0254184426266203,348.458191195681,332.751536087293,0.1588,0.9845763901434,293.2,350.116714986933,6.00693234438859
3569,0.0250425462807009,352.867756466575,331.839800035802,0.1588,1.00092145615835,293.2,349.979068207416,6.02956520067705
3570,0.0248787770899929,348.60814079237,327.56351322687,0.1588,1.00919044883452,293.2,350.05407883394,6.04395891391358
3571,0.0255121871403798,354.630718092465,333.136663164827,0.1588,0.981835477135268,293.2,350.076145514941,6.01368794664202
3572,0.0250397875797321,347.102203635902,331.626651370614,0.1588,1.00058166577116,293.2,349.948629112127,6.03831099275227
3573,0.0246430366622233,346.584849748604,332.247620584906,0.1588,1.01920597236366,293.2,349.956703438395,6.06120830796843
3574,0.0249053282001624,353.048885065071,329.66457780146,0.1588,1.00791797028404,293.2,350.038965277425,6.05043618789397
3575,0.0254455645239711,349.946548193571,340.247645005079,0.1588,0.985709209843507,293.2,349.947331013327,6.03211114092169
3576,0.0248244602182915,344.564161083823,333.863268515993,0.1588,1.01045888822884,293.2,350.060634428051,6.04223129607638
3577,0.0250263237676372,346.962284889286,329.874630278462,0.1588,1.00115786729586,293.2,350.096624440012,6.03265815713298
3578,0.0250183688979336,352.307786252993,336.11814397127,0.1588,1.00193955598882,293.2,350.002007756491,6.0400061471692
3579,0.0255529137552061,352.368622136431,331.098633365263,0.1588,0.979647574228345,293.2,350.034063262054,6.01758884072783
3580,0.0251644319470704,347.744206079152,328.041113119572,0.1588,0.995588188049007,293.2,349.966578836064,6.03376869368219
3581,0.0254531151397302,348.784089222807,333.37140670733,0.1588,0.983861311540067,293.2,350.080557899951,6.01178661927206
3582,0.0250002246730225,353.147144568755,329.854112772043,0.1588,1.00167512548573,293.2,350.111669263685,6.02240103747863
3583,0.025621410098112,347.548711591588,328.977324475281,0.1588,0.97522081172308,293.2,350.077275441073,6.00192111870684
3584,0.0250143192841004,344.005273615683,332.126509246548,0.1588,1.00141627695049,293.2,350.084066745682,6.02220092541004
3585,0.0250241876635715,349.000361859398,328.242832763601,0.1588,1.00174367348015,293.2,350.050617394428,6.02948917866053
3586,0.0248511665293707,353.21005918487,331.997089798146,0.1588,1.01064750910783,293.2,349.954740591655,6.05017293522675
3587,0.0247685676210659,344.392475588902,332.808387431792,0.1588,1.01355232476192,293.2,349.925304282531,6.05739383942149
3588,0.0250169338042161,343.720171890928,328.314970465973,0.1588,1.00237566190082,293.2,349.978902911456,6.04830496079375
3589,0.0246557163744143,351.720123415146,330.691931242234,0.1588,1.01893216470034,293.2,349.997682204544,6.06356865267452
3590,0.0252114499366146,347.986796163026,330.953803044478,0.1588,0.994882855889247,293.2,349.89958999273,6.04973964458564
3591,0.0254760788510776,352.334502381227,331.21628375856,0.1588,0.983861217941517,293.2,349.975736903961,6.03212524049283
3592,0.0248563635633746,346.445144579955,331.596097373016,0.1588,1.00952378829074,293.2,349.899029153433,6.05867285418249
3593,0.0249541975054912,344.163683283382,333.938672501164,0.1588,1.00659665460388,293.2,349.905825691746,6.05841908803207
3594,0.0246759034544629,349.698857297022,332.616393337414,0.1588,1.01758600443724,293.2,350.025498258132,6.05918863047296
3595,0.0251884236643624,344.431565366862,336.26795577584,0.1588,0.994334653626305,293.2,350.183517801745,6.02634130869261
3596,0.0248966153513429,350.243611474853,330.908056379976,0.1588,1.00755866317455,293.2,349.972589271548,6.04350280336508
3597,0.0255694570404289,348.830986674342,331.839481516766,0.1588,0.979329831201173,293.2,349.964585970241,6.02510827532146
3598,0.0247545211857573,349.682250529617,332.284653293105,0.1588,1.01436985519888,293.2,350.046723540875,6.04534718661312
3599,0.0251151567687865,345.477694129228,326.823271063493,0.1588,0.998274410345305,293.2,350.036501492604,6.03719292106453
3600,0.024996900199063,348.783575795117,334.542341975577,0.1588,1.00358635082307,293.2,349.930075549871,6.04764653938918
3601,0.024941740204115,342.462153403924,332.733250917137,0.1588,1.00670141960903,293.2,350.042754841474,6.04546171149151
3602,0.025152322190716,347.877853478225,325.922446126574,0.1588,0.996312879011507,293.2,350.021760993714,6.03809132214472
3603,0.0250653839973954,344.517374599111,333.232267225711,0.1588,1.0005379090618,293.2,349.877415781104,6.04711444598423
3604,0.0249201247552963,350.576106302094,329.214088327557,0.1588,1.0057056182646,293.2,350.072746238193,6.04370884842103
3605,0.0251923844223545,353.961877180524,326.470172798781,0.1588,0.996443416842753,293.2,349.982034436339,6.03713826281062
3606,0.0255642685032951,349.342249332644,331.672979465496,0.1588,0.978900491185352,293.2,350.130966573375,6.00812611787897
3607,0.0251818412841041,357.666391841537,333.709431005368,0.1588,0.995483513110232,293.2,350.068255541588,6.01814130031146
3608,0.0247050243211413,355.685184171989,327.57607225679,0.1588,1.01303206542437,293.2,350.096312809426,6.03502779922769
3609,0.0245999075617158,350.935852009926,328.061783629332,0.1588,1.02032619889587,293.2,350.038282367622,6.05250688186727
3610,0.0249289839659861,349.831124302092,332.856638157388,0.1588,1.00440457239758,293.2,349.993098745573,6.04459304306127
3611,0.0254634168747793,350.02693971316,331.362816581951,0.1588,0.98230060769242,293.2,350.062668118287,6.02011081723817
3612,0.0253051159610678,348.917902298594,336.236099557501,0.1588,0.990296337232041,293.2,350.007404746012,6.02361360957631
3613,0.0248832122452441,354.360272239709,336.279594071508,0.1588,1.00677743014048,293.2,350.091729435043,6.03495119432859
3614,0.0253840582584668,344.033243020015,333.100599202009,0.1588,0.986648388124919,293.2,350.029804205749,6.02291876762029
3615,0.0251110918111251,353.649844734678,331.158943377634,0.1588,0.998524347307534,293.2,350.07763126601,6.0245853067977
3616,0.0254565910720229,353.293525364907,329.086404081197,0.1588,0.983718929077474,293.2,349.992693749114,6.01941907995499
3617,0.0255243553282556,347.959376486398,329.336414518258,0.1588,0.980249594374225,293.2,350.032186427829,6.01260749498917
3618,0.0249457579658034,346.632196224011,333.641785431407,0.1588,1.00448914416746,293.2,349.980212762744,6.03681606006327
3619,0.0252779945830127,352.306900383569,332.605409327414,0.1588,0.991777378371178,293.2,349.967731433311,6.03419247731415
3620,0.0249538065075502,347.145571963525,334.902430205916,0.1588,1.00399510458095,293.2,349.983804682342,6.03834930411123
3621,0.0254619783169484,347.26920914156,335.812183276791,0.1588,0.98434458716416,293.2,349.967367301924,6.03046703739086
3622,0.0250847954726846,346.287280415077,329.703252380264,0.1588,1.00012846109687,293.2,349.990787332135,6.0397967344679
3623,0.0252134777481943,346.701553707951,331.971079799183,0.1588,0.994240517729738,293.2,350.015585937448,6.0324270971433
3624,0.0252692662386158,350.032056102214,335.015639443435,0.1588,0.993915818453536,293.2,349.863047176227,6.04467408502314
3625,0.0251064515888829,355.286376382753,335.370320926388,0.1588,0.998987748032816,293.2,350.009796388642,6.04485456597409
3626,0.024706844115051,351.983114652549,326.755406298664,0.1588,1.01574236211357,293.2,349.949412881557,6.05944962567807
3627,0.0248809491926685,351.737380583924,329.292512652614,0.1588,1.00817779459302,293.2,349.936535399263,6.05878979697462
3628,0.0256107874244042,351.825346342234,336.685611139892,0.1588,0.978705411608157,293.2,350.062841078047,6.01999409971983
3629,0.0253821113284844,351.940842814187,332.4990526496,0.1588,0.98901721930424,293.2,349.865958587162,6.03671854196965
3630,0.0251403867247619,353.603929262703,332.594807977831,0.1588,0.99755402434314,293.2,349.971538759957,6.04231219631501
3631,0.0252585001769043,352.613886238484,335.965990991812,0.1588,0.992465260871712,293.2,350.087759564887,6.02485487211723
3632,0.0253790907170264,343.38874605742,336.134898738915,0.1588,0.986737785747981,293.2,350.024911373637,6.01902760221634
3633,0.0250094995088359,351.407520021142,330.169770638859,0.1588,1.00151048233284,293.2,350.069343249844,6.0286385846172
3634,0.0248950219530722,346.663976038924,333.397232040936,0.1588,1.00816343481889,293.2,350.005084723816,6.04119918903507
3635,0.0251629716205705,346.635362856659,335.62653363204,0.1588,0.996368637408476,293.2,350.007238105753,6.03691740125642
3636,0.0248582177546553,351.872597344315,333.513221852163,0.1588,1.00959978792673,293.2,349.998316349175,6.04761020017678
3637,0.0254640457951961,347.966394194096,329.985005396288,0.1588,0.984963339356245,293.2,350.031257167737,6.02757832207722
3638,0.025220073316992,348.715047341959,331.513435226509,0.1588,0.99411923366719,293.2,349.970335127208,6.03219488419941
3639,0.025007261428258,348.831895305527,333.993596404849,0.1588,1.00305607424685,293.2,350.016389127846,6.03847120936305
3640,0.0248906293582627,348.274646438734,332.192637554642,0.1588,1.00889761153475,293.2,349.983947969558,6.04867327762778
3641,0.0251494710081259,350.178476835914,333.13470386678,0.1588,0.995163927534457,293.2,350.099178608845,6.03332294683409
3642,0.0254269315724688,352.119969691057,330.691864687177,0.1588,0.98660952717188,293.2,349.969619959314,6.02146679771422
3643,0.0251431401350665,352.491533488284,331.153218401412,0.1588,0.996897670810639,293.2,350.063072966809,6.02701539087534
3644,0.025375535701039,346.359326844352,329.794005566048,0.1588,0.986402901579968,293.2,350.036643810019,6.02156290729444
3645,0.0248182740902114,344.149468714504,326.64193410555,0.1588,1.00956506590777,293.2,350.100142946868,6.03383296109469
3646,0.0251689614034717,353.516781396422,333.61972007505,0.1588,0.994510411101643,293.2,350.051528961975,6.02611272107825
3647,0.024661080347316,344.929563891345,329.579535370579,0.1588,1.01585687798065,293.2,350.066212197958,6.04056297597659
3648,0.0253037116631789,348.037282676453,331.111290503462,0.1588,0.9895905751116,293.2,350.025135013988,6.03201505903358
3649,0.0249113764663053,346.349118812664,327.831659778684,0.1588,1.00707073825947,293.2,349.938097739622,6.04673846134239
3650,0.0252288036083307,351.981015539683,335.374488393367,0.1588,0.995093645829866,293.2,349.960864340144,6.04150468134403
3651,0.0248456489632224,350.032987874176,332.4225316995,0.1588,1.00943035043414,293.2,350.162443288257,6.03736267053507
3652,0.0252757779767534,349.996487747701,328.766297130146,0.1588,0.992651319436182,293.2,349.971957425394,6.03175834355164
3653,0.025172702533185,348.221533492403,330.453505637502,0.1588,0.994712341412168,293.2,350.006873843593,6.03102638586566
3654,0.0251048904610605,347.791293356985,337.271421483252,0.1588,0.998128313757105,293.2,350.06406113034,6.03085775442143
3655,0.0247582637295486,352.612038676508,337.482848338519,0.1588,1.01283725507514,293.2,349.960630973671,6.0492568834257
3656,0.0246116643350863,350.714766427709,331.480426685751,0.1588,1.019511928791,293.2,350.0075203568,6.06061882103986
3657,0.0250728333517953,342.276510111252,332.414459296453,0.1588,1.00062899665957,293.2,349.973529188153,6.04873854271526
3658,0.0251573002537245,353.21749333054,328.579425269686,0.1588,0.997430508224943,293.2,349.924350558608,6.04679223509818
3659,0.024701547132258,351.924366826674,332.449216956574,0.1588,1.01645577698914,293.2,350.01569917247,6.05285139770896
3660,0.0250716017722284,345.566219008679,331.484600614805,0.1588,1.00078657635325,293.2,349.989007009514,6.0466079047031
3661,0.0250830779907356,346.366819850572,332.781136930573,0.1588,0.999957167907873,293.2,350.093103395252,6.03695773736332
3662,0.0249341665540386,353.10459144112,326.810132151679,0.1588,1.00676517785154,293.2,349.940303823123,6.04574579104125
3663,0.0250006448133822,348.653512722097,328.218065782521,0.1588,1.00411422439927,293.2,349.90754156513,6.05364730053374
3664,0.0251244474867246,353.920842196797,331.87379930028,0.1588,0.999317672667454,293.2,349.991067838332,6.04647702779
3665,0.0248270719876677,351.768609563278,331.480634570547,0.1588,1.00995191004316,293.2,350.008670556818,6.05356425680873
3666,0.025395074939389,348.378029806891,325.41002979588,0.1588,0.986595409165789,293.2,350.025362699682,6.03039708311241
3667,0.0249085858417422,345.98610426039,333.453671796796,0.1588,1.007128392209,293.2,349.98876077737,6.04276946821349
3668,0.0251705693787348,350.829813240047,329.011432287347,0.1588,0.995489343398761,293.2,350.182023241786,6.02394207796025
3669,0.0252454368613755,345.771556156362,331.987962434502,0.1588,0.99063048540812,293.2,350.22465714548,6.00207137267987
3670,0.0251187421539801,354.353699054525,337.722194742264,0.1588,0.995588635059229,293.2,349.99650140936,6.01934406865982
3671,0.0251081728330587,343.713736382663,335.135652378199,0.1588,0.996511377826669,293.2,350.127370537177,6.01581500282591
3672,0.0250413525103785,350.7352383707,332.992487948257,0.1588,1.00135087818281,293.2,349.972648132421,6.03346282611381
3673,0.0248434902770165,348.195344855922,333.367604783431,0.1588,1.01008101736625,293.2,350.007216870265,6.04725040017429
3674,0.0252055426370419,354.707037396342,334.789195118809,0.1588,0.994587758035884,293.2,349.991753962793,6.0385587271973
3675,0.0248397503961663,353.75382720174,332.715525707934,0.1588,1.00965250232394,293.2,349.974117237812,6.04810383209788
3676,0.0251318013892053,346.570561320954,331.493594919515,0.1588,0.997791122491844,293.2,350.054469699879,6.03960900860563
3677,0.02506799372608,345.604006764419,331.561280089622,0.1588,1.00149328123627,293.2,349.933327268991,6.04557407377427
3678,0.0256080767781309,354.699554968181,334.817912987597,0.1588,0.978456494274871,293.2,350.092572347874,6.01413217767665
3679,0.0246983351257185,349.347498888698,329.13484080171,0.1588,1.01688252692931,293.2,349.846228432818,6.05929460587769
3680,0.0248783854774585,345.795807400225,334.94125540993,0.1588,1.01002256036934,293.2,350.04925080267,6.05152655496837
3681,0.0251995089548688,344.716700815562,327.17925447184,0.1588,0.995334243052429,293.2,350.023474638596,6.03502526460759
3682,0.0243867136036805,351.023489224461,332.364123030512,0.1588,1.02993775566652,293.2,350.059256438182,6.06352585968996
3683,0.0247106996781333,349.642213620695,327.378123159891,0.1588,1.01555083913762,293.2,350.00705656319,6.05976841801087
3684,0.0254375261014206,350.544177491133,327.991353509278,0.1588,0.985579387413328,293.2,349.948076342546,6.03804917891174
3685,0.0245908747495522,354.021695353978,334.188122787627,0.1588,1.02125154811803,293.2,349.834855273379,6.07041507337903
3686,0.0251256901327135,341.06993135414,331.194096752954,0.1588,0.999521227877338,293.2,349.998994935527,6.0519191061932
3687,0.0252418545170843,349.736052061585,334.262621334368,0.1588,0.993680595210559,293.2,350.024766220882,6.03781899013356
3688,0.0251164810192994,350.824479395612,332.259245445329,0.1588,0.998305922161319,293.2,350.035512783939,6.03297292731681
3689,0.025210779997817,341.855399727016,327.558117977519,0.1588,0.994909552154092,293.2,350.036921569002,6.03398992331401
3690,0.024738724250482,350.971760202446,327.110419938363,0.1588,1.01470286000555,293.2,349.996329578493,6.05357458022552
3691,0.0255613919757878,349.63000777758,324.802305869156,0.1588,0.981722189952991,293.2,349.874043832681,6.0353775829718
3692,0.0253557488564845,347.509045831931,333.113189321596,0.1588,0.987893511515948,293.2,350.05751151559,6.02696417275522
3693,0.0248478459831666,350.926692760252,332.180331361838,0.1588,1.00902348881206,293.2,350.107218241327,6.03301989678483
3694,0.0250044891941991,347.914153477046,332.906568220653,0.1588,1.00253889334604,293.2,349.877678134767,6.04691993979386
3695,0.0250075412771278,340.52941391124,328.20458355615,0.1588,1.00388813547182,293.2,350.002298272876,6.04577743038051
3696,0.0254097723810144,349.342553072474,328.928365289032,0.1588,0.986820857230223,293.2,349.942618548096,6.03162950753256
3697,0.0249810153030001,351.964381946029,333.797025158109,0.1588,1.00332569689414,293.2,349.979512439569,6.04501304202611
3698,0.0252774425341825,343.407561336396,332.606216397973,0.1588,0.99182266570519,293.2,350.051771405061,6.03174032444961
3699,0.0245914841414392,348.042648746945,329.871523335424,0.1588,1.01932268180033,293.2,350.028117874908,6.05158591824141
3700,0.0254120584393909,347.254573168822,335.285721369813,0.1588,0.986331359310409,293.2,349.905803194051,6.03738305186594
3701,0.0250958816235502,349.595363954748,331.464034668438,0.1588,0.999203393420582,293.2,349.984915103048,6.04156328733991
3702,0.0253873121353446,349.539365342429,333.255788089626,0.1588,0.987633170511134,293.2,349.985120186069,6.03034863396783
3703,0.0251445451858719,353.168331146019,332.056197293502,0.1588,0.996692421794381,293.2,350.007270563941,6.03322105439339
3704,0.0251488302300807,349.102857477356,330.144143374871,0.1588,0.996012206327588,293.2,350.023122945384,6.03186043381401
3705,0.0248530975351317,351.388572965075,329.656571271393,0.1588,1.00931857672815,293.2,350.044641847141,6.04303565957357
3706,0.0248036910841754,345.733182322074,325.928608609104,0.1588,1.0122408829706,293.2,349.995697873518,6.05144195188317
3707,0.0251212439675899,358.551613137785,333.336562068602,0.1588,0.997321006678492,293.2,350.149747493401,6.02747269072654
3708,0.0252473707574805,350.033018848967,325.611063569673,0.1588,0.992013230386468,293.2,350.026512008403,6.02603583757839
3709,0.0254735567116787,352.846847008644,331.537054947566,0.1588,0.982389254573438,293.2,349.963839225014,6.02103178015536
